near_pair_id,path_a,path_b,phash_hamming_distance_bits
20,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Ficus_microcarpa_golden_leaves/IMG_1042.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa_golden_leaves/IMG_1041.jpeg,4
21,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Ficus_microcarpa_golden_leaves/IMG_1058.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa_golden_leaves/IMG_1057.jpeg,8
22,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Ficus_microcarpa_golden_leaves/IMG_1058.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Ficus_microcarpa_golden_leaves/IMG_1059.jpeg,8
23,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Ficus_microcarpa_golden_leaves/IMG_1078.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa_golden_leaves/IMG_1079.jpeg,8
24,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Ficus_microcarpa_golden_leaves/IMG_1100.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa_golden_leaves/IMG_1099.jpeg,2
25,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Ficus_microcarpa_golden_leaves/IMG_1112.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa_golden_leaves/IMG_1110.jpeg,8
26,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Ficus_microcarpa_golden_leaves/IMG_1112.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa_golden_leaves/IMG_1111.jpeg,4
27,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Ficus_microcarpa_golden_leaves/IMG_1117.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa_golden_leaves/IMG_1116.jpeg,8
28,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Ficus_microcarpa_golden_leaves/IMG_1117.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa_golden_leaves/IMG_1118.jpeg,2
29,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Ficus_microcarpa_golden_leaves/IMG_1117.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa_golden_leaves/IMG_1119.jpeg,8
30,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Ficus_microcarpa_golden_leaves/IMG_1117.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa_golden_leaves/IMG_1120.jpeg,8
31,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Ficus_microcarpa_golden_leaves/IMG_1126.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa_golden_leaves/IMG_1125.jpeg,4
32,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Ficus_microcarpa_golden_leaves/IMG_1132.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Ficus_microcarpa_golden_leaves/IMG_1133.jpeg,8
33,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Goeppertia_makoyana/IMG_1139.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Goeppertia_makoyana/IMG_1138.jpeg,6
34,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Goeppertia_makoyana/IMG_1144.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Goeppertia_makoyana/IMG_1142.jpeg,8
35,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Goeppertia_makoyana/IMG_1144.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Goeppertia_makoyana/IMG_1143.jpeg,4
36,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Goeppertia_makoyana/IMG_1144.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Goeppertia_makoyana/IMG_1145.jpeg,2
37,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Goeppertia_makoyana/IMG_1144.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Goeppertia_makoyana/IMG_1141.jpeg,8
38,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Goeppertia_makoyana/IMG_1147.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Goeppertia_makoyana/IMG_1149.jpeg,8
39,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Goeppertia_makoyana/IMG_1147.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Goeppertia_makoyana/IMG_1146.jpeg,6
40,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Goeppertia_makoyana/IMG_1147.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Goeppertia_makoyana/IMG_1148.jpeg,8
41,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Goeppertia_makoyana/IMG_1149.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Goeppertia_makoyana/IMG_1148.jpeg,2
42,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Goeppertia_makoyana/IMG_1150.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Goeppertia_makoyana/IMG_1151.jpeg,8
43,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Goeppertia_makoyana/IMG_1168.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Goeppertia_makoyana/IMG_1167.jpeg,4
44,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Goeppertia_makoyana/IMG_1169.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Goeppertia_makoyana/IMG_1170.jpeg,6
45,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Goeppertia_makoyana/IMG_1190.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Goeppertia_makoyana/IMG_1191.jpeg,2
46,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Goeppertia_makoyana/IMG_1208.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Goeppertia_makoyana/IMG_1207.jpeg,8
47,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Podocarpus_macrophyllus/IMG_1285.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Podocarpus_macrophyllus/IMG_1286.jpeg,4
48,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Podocarpus_macrophyllus/IMG_1285.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Podocarpus_macrophyllus/IMG_1284.jpeg,8
49,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Podocarpus_macrophyllus/IMG_1298.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Podocarpus_macrophyllus/IMG_1297.jpeg,6
50,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Podocarpus_macrophyllus/IMG_1299.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Podocarpus_macrophyllus/IMG_1300.jpeg,8
51,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Podocarpus_macrophyllus/IMG_1309.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Podocarpus_macrophyllus/IMG_1310.jpeg,6
52,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Podocarpus_macrophyllus/IMG_1313.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Podocarpus_macrophyllus/IMG_1312.jpeg,4
53,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Podocarpus_macrophyllus/IMG_1314.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Podocarpus_macrophyllus/IMG_1315.jpeg,8
54,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Podocarpus_macrophyllus/IMG_1322.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Podocarpus_macrophyllus/IMG_1321.jpeg,8
55,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Podocarpus_macrophyllus/IMG_1336.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Podocarpus_macrophyllus/IMG_1334.jpeg,8
56,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Rhododendron/IMG_0958.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Rhododendron/IMG_0959.jpeg,6
57,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Rhododendron/IMG_0963.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Rhododendron/IMG_0962.jpeg,8
58,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Rhododendron/IMG_0963.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Rhododendron/IMG_0964.jpeg,2
59,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Rhododendron/IMG_0963.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Rhododendron/IMG_0965.jpeg,6
60,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Rhododendron/IMG_0966.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Rhododendron/IMG_0967.jpeg,6
61,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Rhododendron/IMG_1003.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Rhododendron/IMG_1002.jpeg,6
62,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/test/Xanthostemon_chrysanthus/IMG_1367.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Xanthostemon_chrysanthus/IMG_1366.jpeg,6
63,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Camellia/IMG_1464.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Camellia/IMG_1465.jpeg,8
64,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Camellia/IMG_1487.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Camellia/IMG_1488.jpeg,6
65,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Camellia/IMG_1490.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Camellia/IMG_1488.jpeg,6
66,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Camellia/IMG_1490.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Camellia/IMG_1489.jpeg,4
67,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Camellia/IMG_1496.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Camellia/IMG_1497.jpeg,8
68,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1209.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1212.jpeg,8
69,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1209.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Goeppertia_makoyana/IMG_1209.jpeg,0
70,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1209.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Goeppertia_makoyana/IMG_1210.jpeg,4
71,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1211.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1212.jpeg,4
72,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1211.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1214.jpeg,8
73,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1211.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Ficus_microcarpa/IMG_1213.jpeg,8
74,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1212.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1214.jpeg,6
75,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1212.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Goeppertia_makoyana/IMG_1209.jpeg,8
76,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1212.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Goeppertia_makoyana/IMG_1210.jpeg,8
77,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1212.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Ficus_microcarpa/IMG_1213.jpeg,6
78,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1214.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Ficus_microcarpa/IMG_1213.jpeg,2
79,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1215.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1216.jpeg,6
80,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1221.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1222.jpeg,6
81,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1225.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Ficus_microcarpa/IMG_1224.jpeg,8
82,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1247.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1249.jpeg,6
83,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1251.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Ficus_microcarpa/IMG_1250.jpeg,8
84,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1252.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Ficus_microcarpa/IMG_1253.jpeg,6
85,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1252.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Ficus_microcarpa/IMG_1254.jpeg,8
86,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1256.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Ficus_microcarpa/IMG_1254.jpeg,6
87,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1256.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Ficus_microcarpa/IMG_1259.jpeg,6
88,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/train/Ficus_microcarpa/IMG_1260.jpeg,/Users/vincentdeng/Projects/Campus-Vegetation-Recognition/data/val/Ficus_microcarpa/IMG_1259.jpeg,4
